0,121.159549,31.232067
1,121.26793,31.850366
2,121.32945,31.843206
3,121.26742,31.841366
4,121.29386,31.838646
5,121.22929,31.837506
6,121.22284,31.835866
7,121.3257,31.832086
8,121.29304,31.822096
9,121.29011,31.821306
10,121.29128,31.821186
11,121.29212,31.821086
12,121.29286,31.821006
13,121.29916,31.820286
14,121.28975,31.819486
15,121.28989,31.819476
16,121.29023,31.819416
17,121.29183,31.819416
18,121.29179,31.819206
19,121.29254,31.819116
20,121.29015,31.819006
21,121.27946,31.818456
22,121.29542,31.818396
23,121.26875,31.817416
24,121.29201,31.817046
25,121.28983,31.816936
26,121.28942,31.816356
27,121.28975,31.816316
28,121.25643,31.816246
29,121.31977,31.815906
30,121.24525,31.815156
31,121.23707,31.814336
32,121.37515,31.814026
33,121.2287,31.813476
34,121.22291,31.812926
35,121.21832,31.812486
36,121.26877,31.811136
37,121.25648,31.810056
38,121.18593,31.809736
39,121.24528,31.809016
40,121.27896,31.808436
41,121.23863,31.808386
42,121.38787,31.806586
43,121.36961,31.801486
44,121.36717,31.801456
45,121.17822,31.800626
46,121.41176,31.799346
47,121.19678,31.797396
48,121.40367,31.796396
49,121.23008,31.795426
50,121.2306,31.795086
51,121.36666,31.795056
52,121.22982,31.795006
53,121.42935,31.795006
54,121.22791,31.794966
55,121.39496,31.794276
56,121.231,31.794186
57,121.22996,31.794146
58,121.42851,31.794086
59,121.22895,31.794056
60,121.42899,31.793876
61,121.42941,31.793696
62,121.39349,31.793616
63,121.22889,31.792636
64,121.22934,31.792356
65,121.1666,31.792216
66,121.19673,31.791646
67,121.28618,31.791466
68,121.26749,31.791426
69,121.42545,31.790206
70,121.42615,31.789806
71,121.38106,31.789736
72,121.36401,31.789676
73,121.25658,31.789536
74,121.19648,31.788786
75,121.31094,31.787346
76,121.31092,31.787266
77,121.17087,31.786626
78,121.19608,31.784916
79,121.39922,31.784756
80,121.22378,31.784556
81,121.20859,31.783846
82,121.22221,31.782726
83,121.24847,31.782266
84,121.17882,31.782056
85,121.19572,31.780716
86,121.45726,31.779676
87,121.21928,31.778826
88,121.40215,31.778226
89,121.28384,31.777966
90,121.45178,31.775626
91,121.45186,31.775576
92,121.4155,31.775246
93,121.30459,31.775036
94,121.45309,31.774876
95,121.41568,31.774696
96,121.40351,31.773396
97,121.33056,31.772196
98,121.37931,31.771856
99,121.37889,31.771456
100,121.18413,31.770836
101,121.37759,31.769366
102,121.38066,31.769286
103,121.40902,31.768366
104,121.40869,31.768136
105,121.37973,31.767956
106,121.40992,31.767666
107,121.21272,31.766766
108,121.21428,31.766646
109,121.21258,31.765456
110,121.21418,31.765356
111,121.21407,31.764306
112,121.19581,31.764246
113,121.2159,31.764176
114,121.21644,31.764136
115,121.41111,31.763966
116,121.21232,31.763026
117,121.21393,31.762886
118,121.21207,31.762546
119,121.23242,31.761426
120,121.1934,31.759096
121,121.4025,31.758786
122,121.21323,31.756206
123,121.42913,31.756066
124,121.32098,31.755406
125,121.39829,31.753116
126,121.39893,31.752766
127,121.26549,31.752676
128,121.27946,31.751556
129,121.29054,31.750926
130,121.45837,31.750886
131,121.29005,31.750396
132,121.38858,31.750316
133,121.28382,31.750106
134,121.28808,31.747686
135,121.39498,31.747676
136,121.47046,31.746136
137,121.42128,31.745926
138,121.27152,31.745306
139,121.43922,31.744296
140,121.42278,31.743816
141,121.48778,31.743576
142,121.42128,31.743376
143,121.28256,31.742966
144,121.36179,31.742726
145,121.28379,31.742256
146,121.28208,31.742086
147,121.28053,31.741996
148,121.45522,31.741516
149,121.21146,31.741126
150,121.21415,31.740656
151,121.21916,31.739816
152,121.36071,31.738326
153,121.41675,31.736976
154,121.46811,31.736816
155,121.21105,31.736506
156,121.45353,31.736306
157,121.21353,31.736246
158,121.42901,31.734966
159,121.30627,31.733346
160,121.45108,31.733336
161,121.3973,31.732996
162,121.47894,31.732956
163,121.35465,31.732916
164,121.3967,31.732616
165,121.4783,31.730366
166,121.28467,31.729246
167,121.47703,31.727876
168,121.49758,31.727526
169,121.43241,31.727236
170,121.43305,31.726326
171,121.43183,31.726036
172,121.44832,31.725426
